case,family,giver,color,query,intent,arm,measurement_id,expected,top_id,top_text,correct,invalid,target_probability,contrast,edit_norm,capped,prohibited_proposal,useful_execution,unauthorized_execution
J05_g1_c0_recipient,J05,Susan,red,recipient,keep,d6_internal,J05_g1_c0_recipient/none,Joseph,7212, Joseph,1,0,0.6444619244423692,4.4208984375,0.0,0,0,1,0
J05_g1_c0_recipient,J05,Susan,red,recipient,keep,d6_task,J05_g1_c0_recipient/none,Joseph,7212, Joseph,1,0,0.6444619244423692,4.4208984375,0.0,0,0,1,0
J05_g1_c0_recipient,J05,Susan,red,recipient,keep,d6_yoked,J05_g1_c0_recipient/none,Joseph,7212, Joseph,1,0,0.6444619244423692,4.4208984375,0.0,0,0,1,0
J05_g1_c0_recipient,J05,Susan,red,recipient,keep,d6_ridge,J05_g1_c0_recipient/none,Joseph,7212, Joseph,1,0,0.6444619244423692,4.4208984375,0.0,0,0,1,0
J05_g1_c0_recipient,J05,Susan,red,recipient,keep,reflection,J05_g1_c0_recipient/none,Joseph,7212, Joseph,1,0,0.6444619244423692,4.4208984375,0.0,0,0,1,0
J05_g1_c0_recipient,J05,Susan,red,recipient,keep,reflection_capped,J05_g1_c0_recipient/none,Joseph,7212, Joseph,1,0,0.6444619244423692,4.4208984375,0.0,0,0,1,0
J05_g1_c0_recipient,J05,Susan,red,recipient,keep,intent_blind_reflection,J05_g1_c0_recipient/reflection,Joseph,607, her,0,1,0.08871177795444841,-0.7042236328125,30.081035614013672,0,0,0,0
J05_g1_c0_recipient,J05,Susan,red,recipient,keep,wrong_intent_reflection,J05_g1_c0_recipient/reflection,Joseph,607, her,0,1,0.08871177795444841,-0.7042236328125,30.081035614013672,0,0,0,0
J05_g1_c0_recipient,J05,Susan,red,recipient,keep,current_donor_oracle,J05_g1_c0_recipient/none,Joseph,7212, Joseph,1,0,0.6444619244423692,4.4208984375,0.0,0,0,1,0
J05_g1_c0_recipient,J05,Susan,red,recipient,keep,textual_update,J05_g1_c0_recipient/none,Joseph,7212, Joseph,1,0,0.6444619244423692,4.4208984375,0.0,0,0,1,0
J05_g1_c0_recipient,J05,Susan,red,recipient,keep,revoked_reflection,J05_g1_c0_recipient/none,Joseph,7212, Joseph,1,0,0.6444619244423692,4.4208984375,0.0,0,0,1,0
J05_g1_c0_recipient,J05,Susan,red,recipient,swap,no_edit,J05_g1_c0_recipient/none,Susan,7212, Joseph,0,0,0.007748639700669714,-4.4208984375,0.0,0,1,0,0
J05_g1_c0_recipient,J05,Susan,red,recipient,swap,d6_internal,J05_g1_c0_recipient/d6_internal,Susan,7212, Joseph,0,0,0.0015849241064226293,-6.139259338378906,20.5772647857666,0,1,0,0
J05_g1_c0_recipient,J05,Susan,red,recipient,swap,d6_task,J05_g1_c0_recipient/d6_task,Susan,7212, Joseph,0,0,0.03086448426158734,-2.31475830078125,21.942312240600586,0,1,0,0
J05_g1_c0_recipient,J05,Susan,red,recipient,swap,d6_yoked,J05_g1_c0_recipient/d6_yoked,Susan,607, her,0,1,0.16699410475576004,1.592864990234375,36.90647888183594,0,0,0,0
J05_g1_c0_recipient,J05,Susan,red,recipient,swap,d6_ridge,J05_g1_c0_recipient/d6_ridge,Susan,607, her,0,1,0.15538437230226665,0.5267486572265625,29.18085289001465,0,0,0,0
J05_g1_c0_recipient,J05,Susan,red,recipient,swap,reflection,J05_g1_c0_recipient/reflection,Susan,607, her,0,1,0.17939970360313093,0.7042236328125,30.081035614013672,0,0,0,0
J05_g1_c0_recipient,J05,Susan,red,recipient,swap,reflection_capped,J05_g1_c0_recipient/reflection_capped,Susan,607, her,0,1,0.17939970360313093,0.7042236328125,30.081035614013672,0,0,0,0
J05_g1_c0_recipient,J05,Susan,red,recipient,swap,intent_blind_reflection,J05_g1_c0_recipient/reflection,Susan,607, her,0,1,0.17939970360313093,0.7042236328125,30.081035614013672,0,0,0,0
J05_g1_c0_recipient,J05,Susan,red,recipient,swap,wrong_intent_reflection,J05_g1_c0_recipient/none,Susan,7212, Joseph,0,0,0.007748639700669714,-4.4208984375,0.0,0,1,0,0
J05_g1_c0_recipient,J05,Susan,red,recipient,swap,current_donor_oracle,J05_g1_c0_recipient/donor,Susan,14919, Susan,1,0,0.23334460496089313,1.4347076416015625,31.94281768798828,0,0,1,0
J05_g1_c0_recipient,J05,Susan,red,recipient,swap,textual_update,J05_g0_c0_recipient/none,Susan,14919, Susan,1,0,0.3395911589395544,2.3549270629882812,0.0,0,0,1,0
J05_g1_c0_recipient,J05,Susan,red,recipient,swap,revoked_reflection,J05_g1_c0_recipient/none,Susan,7212, Joseph,0,0,0.007748639700669714,-4.4208984375,0.0,0,1,0,0
J05_g1_c0_color,J05,Susan,red,color,keep,no_edit,J05_g1_c0_color/none,red,2266, red,1,0,0.05578029694887114,0.913818359375,0.0,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,keep,d6_internal,J05_g1_c0_color/none,red,2266, red,1,0,0.05578029694887114,0.913818359375,0.0,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,keep,d6_task,J05_g1_c0_color/none,red,2266, red,1,0,0.05578029694887114,0.913818359375,0.0,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,keep,d6_yoked,J05_g1_c0_color/none,red,2266, red,1,0,0.05578029694887114,0.913818359375,0.0,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,keep,d6_ridge,J05_g1_c0_color/none,red,2266, red,1,0,0.05578029694887114,0.913818359375,0.0,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,keep,reflection,J05_g1_c0_color/none,red,2266, red,1,0,0.05578029694887114,0.913818359375,0.0,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,keep,reflection_capped,J05_g1_c0_color/none,red,2266, red,1,0,0.05578029694887114,0.913818359375,0.0,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,keep,intent_blind_reflection,J05_g1_c0_color/reflection,red,2266, red,1,0,0.053777410284887986,1.2458953857421875,35.21141052246094,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,keep,wrong_intent_reflection,J05_g1_c0_color/reflection,red,2266, red,1,0,0.053777410284887986,1.2458953857421875,35.21141052246094,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,keep,current_donor_oracle,J05_g1_c0_color/none,red,2266, red,1,0,0.05578029694887114,0.913818359375,0.0,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,keep,textual_update,J05_g1_c0_color/none,red,2266, red,1,0,0.05578029694887114,0.913818359375,0.0,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,keep,revoked_reflection,J05_g1_c0_color/none,red,2266, red,1,0,0.05578029694887114,0.913818359375,0.0,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,swap,no_edit,J05_g1_c0_color/none,red,2266, red,1,0,0.05578029694887114,0.913818359375,0.0,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,swap,d6_internal,J05_g1_c0_color/d6_internal,red,257, a,0,1,0.02921948850280322,0.8007583618164062,62.3101692199707,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,swap,d6_task,J05_g1_c0_color/d6_task,red,2266, red,1,0,0.05470963491158887,0.6431427001953125,27.002750396728516,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,swap,d6_yoked,J05_g1_c0_color/d6_yoked,red,2266, red,1,0,0.06360131218602762,1.7363433837890625,69.50834655761719,1,0,0,0
J05_g1_c0_color,J05,Susan,red,color,swap,d6_ridge,J05_g1_c0_color/d6_ridge,red,2266, red,1,0,0.05626689375353938,1.1583404541015625,32.88191223144531,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,swap,reflection,J05_g1_c0_color/reflection,red,2266, red,1,0,0.053777410284887986,1.2458953857421875,35.21141052246094,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,swap,reflection_capped,J05_g1_c0_color/reflection_capped,red,2266, red,1,0,0.053777410284887986,1.2458953857421875,35.21141052246094,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,swap,intent_blind_reflection,J05_g1_c0_color/reflection,red,2266, red,1,0,0.053777410284887986,1.2458953857421875,35.21141052246094,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,swap,wrong_intent_reflection,J05_g1_c0_color/none,red,2266, red,1,0,0.05578029694887114,0.913818359375,0.0,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,swap,current_donor_oracle,J05_g1_c0_color/donor,red,2266, red,1,0,0.06528023306921968,0.9811248779296875,8.093157768249512,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,swap,textual_update,J05_g0_c0_color/none,red,2266, red,1,0,0.06345342617852442,0.9610366821289062,0.0,0,0,0,0
J05_g1_c0_color,J05,Susan,red,color,swap,revoked_reflection,J05_g1_c0_color/none,red,2266, red,1,0,0.05578029694887114,0.913818359375,0.0,0,0,0,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,keep,no_edit,J05_g1_c1_recipient/none,Joseph,7212, Joseph,1,0,0.6218545681601673,4.527732849121094,0.0,0,0,1,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,keep,d6_internal,J05_g1_c1_recipient/none,Joseph,7212, Joseph,1,0,0.6218545681601673,4.527732849121094,0.0,0,0,1,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,keep,d6_task,J05_g1_c1_recipient/none,Joseph,7212, Joseph,1,0,0.6218545681601673,4.527732849121094,0.0,0,0,1,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,keep,d6_yoked,J05_g1_c1_recipient/none,Joseph,7212, Joseph,1,0,0.6218545681601673,4.527732849121094,0.0,0,0,1,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,keep,d6_ridge,J05_g1_c1_recipient/none,Joseph,7212, Joseph,1,0,0.6218545681601673,4.527732849121094,0.0,0,0,1,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,keep,reflection,J05_g1_c1_recipient/none,Joseph,7212, Joseph,1,0,0.6218545681601673,4.527732849121094,0.0,0,0,1,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,keep,reflection_capped,J05_g1_c1_recipient/none,Joseph,7212, Joseph,1,0,0.6218545681601673,4.527732849121094,0.0,0,0,1,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,keep,intent_blind_reflection,J05_g1_c1_recipient/reflection,Joseph,607, her,0,1,0.08615996374222339,-0.4830474853515625,29.62358856201172,0,0,0,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,keep,wrong_intent_reflection,J05_g1_c1_recipient/reflection,Joseph,607, her,0,1,0.08615996374222339,-0.4830474853515625,29.62358856201172,0,0,0,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,keep,current_donor_oracle,J05_g1_c1_recipient/none,Joseph,7212, Joseph,1,0,0.6218545681601673,4.527732849121094,0.0,0,0,1,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,keep,textual_update,J05_g1_c1_recipient/none,Joseph,7212, Joseph,1,0,0.6218545681601673,4.527732849121094,0.0,0,0,1,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,keep,revoked_reflection,J05_g1_c1_recipient/none,Joseph,7212, Joseph,1,0,0.6218545681601673,4.527732849121094,0.0,0,0,1,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,swap,no_edit,J05_g1_c1_recipient/none,Susan,7212, Joseph,0,0,0.0067192289141431855,-4.527732849121094,0.0,0,1,0,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,swap,d6_internal,J05_g1_c1_recipient/d6_internal,Susan,7212, Joseph,0,0,0.0014383230151848838,-6.149055480957031,20.950986862182617,0,1,0,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,swap,d6_task,J05_g1_c1_recipient/d6_task,Susan,607, her,0,1,0.053472188341062016,-0.3643798828125,29.680452346801758,0,0,0,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,swap,d6_yoked,J05_g1_c1_recipient/d6_yoked,Susan,607, her,0,1,0.14234107475119404,2.65631103515625,45.82634735107422,0,0,0,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,swap,d6_ridge,J05_g1_c1_recipient/d6_ridge,Susan,607, her,0,1,0.13228959168063104,0.4390411376953125,28.64866828918457,0,0,0,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,swap,reflection,J05_g1_c1_recipient/reflection,Susan,607, her,0,1,0.139665893771132,0.4830474853515625,29.62358856201172,0,0,0,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,swap,reflection_capped,J05_g1_c1_recipient/reflection_capped,Susan,607, her,0,1,0.139665893771132,0.4830474853515625,29.62358856201172,0,0,0,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,swap,intent_blind_reflection,J05_g1_c1_recipient/reflection,Susan,607, her,0,1,0.139665893771132,0.4830474853515625,29.62358856201172,0,0,0,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,swap,wrong_intent_reflection,J05_g1_c1_recipient/none,Susan,7212, Joseph,0,0,0.0067192289141431855,-4.527732849121094,0.0,0,1,0,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,swap,current_donor_oracle,J05_g1_c1_recipient/donor,Susan,14919, Susan,1,0,0.19056158515552438,1.0335006713867188,29.21770668029785,0,0,1,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,swap,textual_update,J05_g0_c1_recipient/none,Susan,14919, Susan,1,0,0.28346285426044965,1.9554290771484375,0.0,0,0,1,0
J05_g1_c1_recipient,J05,Susan,blue,recipient,swap,revoked_reflection,J05_g1_c1_recipient/none,Susan,7212, Joseph,0,0,0.0067192289141431855,-4.527732849121094,0.0,0,1,0,0
J05_g1_c1_color,J05,Susan,blue,color,keep,no_edit,J05_g1_c1_color/none,blue,257, a,0,1,0.04102158232455493,-0.04571533203125,0.0,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,keep,d6_internal,J05_g1_c1_color/none,blue,257, a,0,1,0.04102158232455493,-0.04571533203125,0.0,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,keep,d6_task,J05_g1_c1_color/none,blue,257, a,0,1,0.04102158232455493,-0.04571533203125,0.0,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,keep,d6_yoked,J05_g1_c1_color/none,blue,257, a,0,1,0.04102158232455493,-0.04571533203125,0.0,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,keep,d6_ridge,J05_g1_c1_color/none,blue,257, a,0,1,0.04102158232455493,-0.04571533203125,0.0,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,keep,reflection,J05_g1_c1_color/none,blue,257, a,0,1,0.04102158232455493,-0.04571533203125,0.0,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,keep,reflection_capped,J05_g1_c1_color/none,blue,257, a,0,1,0.04102158232455493,-0.04571533203125,0.0,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,keep,intent_blind_reflection,J05_g1_c1_color/reflection,blue,257, a,0,1,0.027123216882526415,-0.43349456787109375,36.111228942871094,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,keep,wrong_intent_reflection,J05_g1_c1_color/reflection,blue,257, a,0,1,0.027123216882526415,-0.43349456787109375,36.111228942871094,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,keep,current_donor_oracle,J05_g1_c1_color/none,blue,257, a,0,1,0.04102158232455493,-0.04571533203125,0.0,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,keep,textual_update,J05_g1_c1_color/none,blue,257, a,0,1,0.04102158232455493,-0.04571533203125,0.0,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,keep,revoked_reflection,J05_g1_c1_color/none,blue,257, a,0,1,0.04102158232455493,-0.04571533203125,0.0,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,swap,no_edit,J05_g1_c1_color/none,blue,257, a,0,1,0.04102158232455493,-0.04571533203125,0.0,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,swap,d6_internal,J05_g1_c1_color/d6_internal,blue,257, a,0,1,0.01685182695224981,-0.5265884399414062,66.6362533569336,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,swap,d6_task,J05_g1_c1_color/d6_task,blue,4171, blue,1,0,0.054815775877052296,0.29821014404296875,26.28872299194336,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,swap,d6_yoked,J05_g1_c1_color/d6_yoked,blue,2266, red,0,0,0.023679936054956913,-0.6442413330078125,69.50834655761719,1,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,swap,d6_ridge,J05_g1_c1_color/d6_ridge,blue,257, a,0,1,0.03537795742442926,-0.27447509765625,33.52703094482422,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,swap,reflection,J05_g1_c1_color/reflection,blue,257, a,0,1,0.027123216882526415,-0.43349456787109375,36.111228942871094,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,swap,reflection_capped,J05_g1_c1_color/reflection_capped,blue,257, a,0,1,0.027123216882526415,-0.43349456787109375,36.111228942871094,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,swap,intent_blind_reflection,J05_g1_c1_color/reflection,blue,257, a,0,1,0.027123216882526415,-0.43349456787109375,36.111228942871094,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,swap,wrong_intent_reflection,J05_g1_c1_color/none,blue,257, a,0,1,0.04102158232455493,-0.04571533203125,0.0,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,swap,current_donor_oracle,J05_g1_c1_color/donor,blue,2266, red,0,0,0.04420147327891401,-0.067047119140625,6.548069000244141,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,swap,textual_update,J05_g0_c1_color/none,blue,2266, red,0,0,0.04535272472557554,-0.07039642333984375,0.0,0,0,0,0
J05_g1_c1_color,J05,Susan,blue,color,swap,revoked_reflection,J05_g1_c1_color/none,blue,257, a,0,1,0.04102158232455493,-0.04571533203125,0.0,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,keep,no_edit,J06_g0_c0_recipient/none,Elizabeth,262, the,0,1,0.005260166498975418,-0.4725341796875,0.0,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,keep,d6_internal,J06_g0_c0_recipient/none,Elizabeth,262, the,0,1,0.005260166498975418,-0.4725341796875,0.0,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,keep,d6_task,J06_g0_c0_recipient/none,Elizabeth,262, the,0,1,0.005260166498975418,-0.4725341796875,0.0,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,keep,d6_yoked,J06_g0_c0_recipient/none,Elizabeth,262, the,0,1,0.005260166498975418,-0.4725341796875,0.0,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,keep,d6_ridge,J06_g0_c0_recipient/none,Elizabeth,262, the,0,1,0.005260166498975418,-0.4725341796875,0.0,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,keep,reflection,J06_g0_c0_recipient/none,Elizabeth,262, the,0,1,0.005260166498975418,-0.4725341796875,0.0,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,keep,reflection_capped,J06_g0_c0_recipient/none,Elizabeth,262, the,0,1,0.005260166498975418,-0.4725341796875,0.0,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,keep,intent_blind_reflection,J06_g0_c0_recipient/reflection,Elizabeth,262, the,0,1,0.008284788108868834,-0.08565521240234375,11.852614402770996,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,keep,wrong_intent_reflection,J06_g0_c0_recipient/reflection,Elizabeth,262, the,0,1,0.008284788108868834,-0.08565521240234375,11.852614402770996,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,keep,current_donor_oracle,J06_g0_c0_recipient/none,Elizabeth,262, the,0,1,0.005260166498975418,-0.4725341796875,0.0,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,keep,textual_update,J06_g0_c0_recipient/none,Elizabeth,262, the,0,1,0.005260166498975418,-0.4725341796875,0.0,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,keep,revoked_reflection,J06_g0_c0_recipient/none,Elizabeth,262, the,0,1,0.005260166498975418,-0.4725341796875,0.0,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,swap,no_edit,J06_g0_c0_recipient/none,William,262, the,0,1,0.008437591155319868,0.4725341796875,0.0,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,swap,d6_internal,J06_g0_c0_recipient/d6_internal,William,262, the,0,1,0.010257879504756729,1.23919677734375,20.077857971191406,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,swap,d6_task,J06_g0_c0_recipient/d6_task,William,262, the,0,1,0.0005493484829052068,-3.5270309448242188,35.66972351074219,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,swap,d6_yoked,J06_g0_c0_recipient/d6_yoked,William,465, his,0,1,0.0010458697483260856,-2.2827072143554688,38.00019454956055,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,swap,d6_ridge,J06_g0_c0_recipient/d6_ridge,William,262, the,0,1,0.008621297317533146,0.08156585693359375,10.352527618408203,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,swap,reflection,J06_g0_c0_recipient/reflection,William,262, the,0,1,0.00902570202305208,0.08565521240234375,11.852614402770996,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,swap,reflection_capped,J06_g0_c0_recipient/reflection_capped,William,262, the,0,1,0.00902570202305208,0.08565521240234375,11.852614402770996,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,swap,intent_blind_reflection,J06_g0_c0_recipient/reflection,William,262, the,0,1,0.00902570202305208,0.08565521240234375,11.852614402770996,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,swap,wrong_intent_reflection,J06_g0_c0_recipient/none,William,262, the,0,1,0.008437591155319868,0.4725341796875,0.0,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,swap,current_donor_oracle,J06_g0_c0_recipient/donor,William,262, the,0,1,0.012263924544026979,1.11895751953125,10.199317932128906,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,swap,textual_update,J06_g1_c0_recipient/none,William,262, the,0,1,0.010799845980327632,-0.07079315185546875,0.0,0,0,0,0
J06_g0_c0_recipient,J06,William,red,recipient,swap,revoked_reflection,J06_g0_c0_recipient/none,William,262, the,0,1,0.008437591155319868,0.4725341796875,0.0,0,0,0,0
J06_g0_c0_color,J06,William,red,color,keep,no_edit,J06_g0_c0_color/none,red,2266, red,1,0,0.0985953403681661,1.1530075073242188,0.0,0,0,0,0
J06_g0_c0_color,J06,William,red,color,keep,d6_internal,J06_g0_c0_color/none,red,2266, red,1,0,0.0985953403681661,1.1530075073242188,0.0,0,0,0,0
J06_g0_c0_color,J06,William,red,color,keep,d6_task,J06_g0_c0_color/none,red,2266, red,1,0,0.0985953403681661,1.1530075073242188,0.0,0,0,0,0
J06_g0_c0_color,J06,William,red,color,keep,d6_yoked,J06_g0_c0_color/none,red,2266, red,1,0,0.0985953403681661,1.1530075073242188,0.0,0,0,0,0
J06_g0_c0_color,J06,William,red,color,keep,d6_ridge,J06_g0_c0_color/none,red,2266, red,1,0,0.0985953403681661,1.1530075073242188,0.0,0,0,0,0
J06_g0_c0_color,J06,William,red,color,keep,reflection,J06_g0_c0_color/none,red,2266, red,1,0,0.0985953403681661,1.1530075073242188,0.0,0,0,0,0
J06_g0_c0_color,J06,William,red,color,keep,reflection_capped,J06_g0_c0_color/none,red,2266, red,1,0,0.0985953403681661,1.1530075073242188,0.0,0,0,0,0
J06_g0_c0_color,J06,William,red,color,keep,intent_blind_reflection,J06_g0_c0_color/reflection,red,2266, red,1,0,0.09274148535603526,1.3449249267578125,33.89032745361328,0,0,0,0
J06_g0_c0_color,J06,William,red,color,keep,wrong_intent_reflection,J06_g0_c0_color/reflection,red,2266, red,1,0,0.09274148535603526,1.3449249267578125,33.89032745361328,0,0,0,0
J06_g0_c0_color,J06,William,red,color,keep,current_donor_oracle,J06_g0_c0_color/none,red,2266, red,1,0,0.0985953403681661,1.1530075073242188,0.0,0,0,0,0
J06_g0_c0_color,J06,William,red,color,keep,textual_update,J06_g0_c0_color/none,red,2266, red,1,0,0.0985953403681661,1.1530075073242188,0.0,0,0,0,0
J06_g0_c0_color,J06,William,red,color,keep,revoked_reflection,J06_g0_c0_color/none,red,2266, red,1,0,0.0985953403681661,1.1530075073242188,0.0,0,0,0,0
J06_g0_c0_color,J06,William,red,color,swap,no_edit,J06_g0_c0_color/none,red,2266, red,1,0,0.0985953403681661,1.1530075073242188,0.0,0,0,0,0
J06_g0_c0_color,J06,William,red,color,swap,d6_internal,J06_g0_c0_color/d6_internal,red,2266, red,1,0,0.053932509609282336,0.7126312255859375,60.26250076293945,0,0,0,0
J06_g0_c0_color,J06,William,red,color,swap,d6_task,J06_g0_c0_color/d6_task,red,2266, red,1,0,0.09954757298017823,0.9539566040039062,26.38466453552246,0,0,0,0
J06_g0_c0_color,J06,William,red,color,swap,d6_yoked,J06_g0_c0_color/d6_yoked,red,2266, red,1,0,0.11035747341265423,1.506927490234375,69.50833892822266,1,0,0,0
J06_g0_c0_color,J06,William,red,color,swap,d6_ridge,J06_g0_c0_color/d6_ridge,red,2266, red,1,0,0.10550289599719777,1.2942962646484375,31.37410545349121,0,0,0,0
J06_g0_c0_color,J06,William,red,color,swap,reflection,J06_g0_c0_color/reflection,red,2266, red,1,0,0.09274148535603526,1.3449249267578125,33.89032745361328,0,0,0,0
J06_g0_c0_color,J06,William,red,color,swap,reflection_capped,J06_g0_c0_color/reflection_capped,red,2266, red,1,0,0.09274148535603526,1.3449249267578125,33.89032745361328,0,0,0,0
J06_g0_c0_color,J06,William,red,color,swap,intent_blind_reflection,J06_g0_c0_color/reflection,red,2266, red,1,0,0.09274148535603526,1.3449249267578125,33.89032745361328,0,0,0,0
J06_g0_c0_color,J06,William,red,color,swap,wrong_intent_reflection,J06_g0_c0_color/none,red,2266, red,1,0,0.0985953403681661,1.1530075073242188,0.0,0,0,0,0
J06_g0_c0_color,J06,William,red,color,swap,current_donor_oracle,J06_g0_c0_color/donor,red,2266, red,1,0,0.09802601926281462,1.1038055419921875,6.041579246520996,0,0,0,0
J06_g0_c0_color,J06,William,red,color,swap,textual_update,J06_g1_c0_color/none,red,2266, red,1,0,0.09467574312507017,1.0410614013671875,0.0,0,0,0,0
J06_g0_c0_color,J06,William,red,color,swap,revoked_reflection,J06_g0_c0_color/none,red,2266, red,1,0,0.0985953403681661,1.1530075073242188,0.0,0,0,0,0
J06_g0_c1_recipient,J06,William,blue,recipient,keep,no_edit,J06_g0_c1_recipient/none,Elizabeth,262, the,0,1,0.003819500908995129,-0.5672378540039062,0.0,0,0,0,0
J06_g0_c1_recipient,J06,William,blue,recipient,keep,d6_internal,J06_g0_c1_recipient/none,Elizabeth,262, the,0,1,0.003819500908995129,-0.5672378540039062,0.0,0,0,0,0
J06_g0_c1_recipient,J06,William,blue,recipient,keep,d6_task,J06_g0_c1_recipient/none,Elizabeth,262, the,0,1,0.003819500908995129,-0.5672378540039062,0.0,0,0,0,0
J06_g0_c1_recipient,J06,William,blue,recipient,keep,d6_yoked,J06_g0_c1_recipient/none,Elizabeth,262, the,0,1,0.003819500908995129,-0.5672378540039062,0.0,0,0,0,0
J06_g0_c1_recipient,J06,William,blue,recipient,keep,d6_ridge,J06_g0_c1_recipient/none,Elizabeth,262, the,0,1,0.003819500908995129,-0.5672378540039062,0.0,0,0,0,0
J06_g0_c1_recipient,J06,William,blue,recipient,keep,reflection,J06_g0_c1_recipient/none,Elizabeth,262, the,0,1,0.003819500908995129,-0.5672378540039062,0.0,0,0,0,0
